date,value,park_name,facility,variable
2023-06-01,40,Springfield Oaks,golf,rounds played
2023-06-01,29,Glen Oaks,golf,rounds played
2023-06-01,535,Red Oaks,waterpark,revenue
2023-06-01,765,Waterford Oaks,waterpark,revenue
2023-06-01,107,Red Oaks,waterpark,visitors
2023-06-01,153,Waterford Oaks,waterpark,visitors
2023-06-02,8,Groveland Oaks,campground,campers
2023-06-02,15,Addison Oaks,campground,campers
2023-06-02,120,Groveland Oaks,campground,revenue
2023-06-02,150,Addison Oaks,campground,revenue
2023-06-02,925,Springfield Oaks,golf,revenue
2023-06-02,870,Glen Oaks,golf,revenue
2023-06-02,25,Springfield Oaks,golf,rounds played
2023-06-02,29,Glen Oaks,golf,rounds played
2023-06-02,747,Red Oaks,waterpark,revenue
2023-06-02,1290,Waterford Oaks,waterpark,revenue
2023-06-02,249,Red Oaks,waterpark,visitors
2023-06-02,258,Waterford Oaks,waterpark,visitors
2023-06-03,15,Groveland Oaks,campground,campers
2023-06-03,11,Addison Oaks,campground,campers
2023-06-03,195,Groveland Oaks,campground,revenue
2023-06-03,132,Addison Oaks,campground,revenue
2023-06-03,864,Springfield Oaks,golf,revenue
2023-06-03,961,Glen Oaks,golf,revenue
2023-06-03,24,Springfield Oaks,golf,rounds played
2023-06-03,31,Glen Oaks,golf,rounds played
2023-06-03,828,Red Oaks,waterpark,revenue
2023-06-03,696,Waterford Oaks,waterpark,revenue
2023-06-03,207,Red Oaks,waterpark,visitors
2023-06-03,232,Waterford Oaks,waterpark,visitors
2023-06-04,12,Groveland Oaks,campground,campers
2023-06-04,8,Addison Oaks,campground,campers
2023-06-04,168,Groveland Oaks,campground,revenue
2023-06-04,72,Addison Oaks,campground,revenue
2023-06-04,1190,Springfield Oaks,golf,revenue
2023-06-04,1020,Glen Oaks,golf,revenue
2023-06-04,35,Springfield Oaks,golf,rounds played
2023-06-04,30,Glen Oaks,golf,rounds played
2023-06-04,812,Red Oaks,waterpark,revenue
2023-06-04,860,Waterford Oaks,waterpark,revenue
2023-06-04,203,Red Oaks,waterpark,visitors
2023-06-04,215,Waterford Oaks,waterpark,visitors
2023-06-05,6,Groveland Oaks,campground,campers
2023-06-05,13,Addison Oaks,campground,campers
2023-06-05,84,Groveland Oaks,campground,revenue
2023-06-05,117,Addison Oaks,campground,revenue
2023-06-05,1088,Springfield Oaks,golf,revenue
2023-06-05,1365,Glen Oaks,golf,revenue
2023-06-05,34,Springfield Oaks,golf,rounds played
2023-06-05,35,Glen Oaks,golf,rounds played
2023-06-05,849,Red Oaks,waterpark,revenue
2023-06-05,664,Waterford Oaks,waterpark,revenue
2023-06-05,283,Red Oaks,waterpark,visitors
2023-06-05,166,Waterford Oaks,waterpark,visitors
2023-06-06,9,Groveland Oaks,campground,campers
2023-06-06,10,Addison Oaks,campground,campers
2023-06-06,90,Groveland Oaks,campground,revenue
2023-06-06,110,Addison Oaks,campground,revenue
2023-06-06,1056,Springfield Oaks,golf,revenue
2023-06-06,1326,Glen Oaks,golf,revenue
2023-06-06,33,Springfield Oaks,golf,rounds played
2023-06-06,39,Glen Oaks,golf,rounds played
2023-06-06,1255,Red Oaks,waterpark,revenue
2023-06-06,785,Waterford Oaks,waterpark,revenue
2023-06-06,251,Red Oaks,waterpark,visitors
2023-06-06,157,Waterford Oaks,waterpark,visitors
2023-06-07,11,Groveland Oaks,campground,campers
2023-06-07,19,Addison Oaks,campground,campers
2023-06-07,132,Groveland Oaks,campground,revenue
2023-06-07,209,Addison Oaks,campground,revenue
2023-06-07,1155,Springfield Oaks,golf,revenue
2023-06-07,1620,Glen Oaks,golf,revenue
2023-06-07,33,Springfield Oaks,golf,rounds played
2023-06-07,45,Glen Oaks,golf,rounds played
2023-06-07,1090,Red Oaks,waterpark,revenue
2023-06-07,1475,Waterford Oaks,waterpark,revenue
2023-06-07,218,Red Oaks,waterpark,visitors
2023-06-07,295,Waterford Oaks,waterpark,visitors
2023-06-08,15,Groveland Oaks,campground,campers
2023-06-08,6,Addison Oaks,campground,campers
2023-06-08,165,Groveland Oaks,campground,revenue
2023-06-08,48,Addison Oaks,campground,revenue
2023-06-08,1110,Springfield Oaks,golf,revenue
2023-06-08,792,Glen Oaks,golf,revenue
2023-06-08,37,Springfield Oaks,golf,rounds played
2023-06-08,24,Glen Oaks,golf,rounds played
2023-06-08,880,Red Oaks,waterpark,revenue
2023-06-08,477,Waterford Oaks,waterpark,revenue
2023-06-08,176,Red Oaks,waterpark,visitors
2023-06-08,159,Waterford Oaks,waterpark,visitors
2023-06-09,14,Groveland Oaks,campground,campers
2023-06-09,8,Addison Oaks,campground,campers
2023-06-09,196,Groveland Oaks,campground,revenue
2023-06-09,88,Addison Oaks,campground,revenue
2023-06-09,896,Springfield Oaks,golf,revenue
2023-06-09,864,Glen Oaks,golf,revenue
2023-06-09,28,Springfield Oaks,golf,rounds played
2023-06-09,27,Glen Oaks,golf,rounds played
2023-06-09,985,Red Oaks,waterpark,revenue
2023-06-09,618,Waterford Oaks,waterpark,revenue
2023-06-09,197,Red Oaks,waterpark,visitors
2023-06-09,206,Waterford Oaks,waterpark,visitors
2023-06-10,13,Groveland Oaks,campground,campers
2023-06-10,13,Addison Oaks,campground,campers
2023-06-10,195,Groveland Oaks,campground,revenue
2023-06-10,143,Addison Oaks,campground,revenue
2023-06-10,819,Springfield Oaks,golf,revenue
2023-06-10,961,Glen Oaks,golf,revenue
2023-06-10,21,Springfield Oaks,golf,rounds played
2023-06-10,31,Glen Oaks,golf,rounds played
2023-06-10,1495,Red Oaks,waterpark,revenue
2023-06-10,459,Waterford Oaks,waterpark,revenue
2023-06-10,299,Red Oaks,waterpark,visitors
2023-06-10,153,Waterford Oaks,waterpark,visitors
2023-06-11,9,Groveland Oaks,campground,campers
2023-06-11,14,Addison Oaks,campground,campers
2023-06-11,99,Groveland Oaks,campground,revenue
2023-06-11,168,Addison Oaks,campground,revenue
2023-06-11,960,Springfield Oaks,golf,revenue
2023-06-11,1480,Glen Oaks,golf,revenue
2023-06-11,30,Springfield Oaks,golf,rounds played
2023-06-11,37,Glen Oaks,golf,rounds played
2023-06-11,897,Red Oaks,waterpark,revenue
2023-06-11,744,Waterford Oaks,waterpark,revenue
2023-06-11,299,Red Oaks,waterpark,visitors
2023-06-11,248,Waterford Oaks,waterpark,visitors
2023-06-12,6,Groveland Oaks,campground,campers
2023-06-12,13,Addison Oaks,campground,campers
2023-06-12,90,Groveland Oaks,campground,revenue
2023-06-12,143,Addison Oaks,campground,revenue
2023-06-12,777,Springfield Oaks,golf,revenue
2023-06-12,900,Glen Oaks,golf,revenue
2023-06-12,21,Springfield Oaks,golf,rounds played
2023-06-12,25,Glen Oaks,golf,rounds played
2023-06-12,426,Red Oaks,waterpark,revenue
2023-06-12,792,Waterford Oaks,waterpark,revenue
2023-06-12,142,Red Oaks,waterpark,visitors
2023-06-12,264,Waterford Oaks,waterpark,visitors
2023-06-13,6,Groveland Oaks,campground,campers
2023-06-13,14,Addison Oaks,campground,campers
2023-06-13,90,Groveland Oaks,campground,revenue
2023-06-13,140,Addison Oaks,campground,revenue
2023-06-13,1404,Springfield Oaks,golf,revenue
2023-06-13,1088,Glen Oaks,golf,revenue
2023-06-13,36,Springfield Oaks,golf,rounds played
2023-06-13,34,Glen Oaks,golf,rounds played
2023-06-13,1470,Red Oaks,waterpark,revenue
2023-06-13,732,Waterford Oaks,waterpark,revenue
2023-06-13,294,Red Oaks,waterpark,visitors
2023-06-13,183,Waterford Oaks,waterpark,visitors
2023-06-14,11,Groveland Oaks,campground,campers
2023-06-14,7,Addison Oaks,campground,campers
2023-06-14,121,Groveland Oaks,campground,revenue
2023-06-14,70,Addison Oaks,campground,revenue
2023-06-14,713,Springfield Oaks,golf,revenue
2023-06-14,805,Glen Oaks,golf,revenue
2023-06-14,23,Springfield Oaks,golf,rounds played
2023-06-14,23,Glen Oaks,golf,rounds played
2023-06-14,1016,Red Oaks,waterpark,revenue
2023-06-14,1030,Waterford Oaks,waterpark,revenue
2023-06-14,254,Red Oaks,waterpark,visitors
2023-06-14,206,Waterford Oaks,waterpark,visitors
2023-06-15,9,Groveland Oaks,campground,campers
2023-06-15,11,Addison Oaks,campground,campers
2023-06-15,135,Groveland Oaks,campground,revenue
2023-06-15,121,Addison Oaks,campground,revenue
2023-06-15,1147,Springfield Oaks,golf,revenue
2023-06-15,1073,Glen Oaks,golf,revenue
2023-06-15,31,Springfield Oaks,golf,rounds played
2023-06-15,29,Glen Oaks,golf,rounds played
2023-06-15,1450,Red Oaks,waterpark,revenue
2023-06-15,876,Waterford Oaks,waterpark,revenue
2023-06-15,290,Red Oaks,waterpark,visitors
2023-06-15,292,Waterford Oaks,waterpark,visitors
2023-06-16,15,Groveland Oaks,campground,campers
2023-06-16,10,Addison Oaks,campground,campers
2023-06-16,195,Groveland Oaks,campground,revenue
2023-06-16,100,Addison Oaks,campground,revenue
2023-06-16,1216,Springfield Oaks,golf,revenue
2023-06-16,1326,Glen Oaks,golf,revenue
2023-06-16,32,Springfield Oaks,golf,rounds played
2023-06-16,34,Glen Oaks,golf,rounds played
2023-06-16,1164,Red Oaks,waterpark,revenue
2023-06-16,666,Waterford Oaks,waterpark,revenue
2023-06-16,291,Red Oaks,waterpark,visitors
2023-06-16,222,Waterford Oaks,waterpark,visitors
2023-06-17,11,Groveland Oaks,campground,campers
2023-06-17,7,Addison Oaks,campground,campers
2023-06-17,132,Groveland Oaks,campground,revenue
2023-06-17,77,Addison Oaks,campground,revenue
2023-06-17,1092,Springfield Oaks,golf,revenue
2023-06-17,1020,Glen Oaks,golf,revenue
2023-06-17,28,Springfield Oaks,golf,rounds played
2023-06-17,34,Glen Oaks,golf,rounds played
2023-06-17,710,Red Oaks,waterpark,revenue
2023-06-17,1096,Waterford Oaks,waterpark,revenue
2023-06-17,142,Red Oaks,waterpark,visitors
2023-06-17,274,Waterford Oaks,waterpark,visitors
2023-06-18,13,Groveland Oaks,campground,campers
2023-06-18,15,Addison Oaks,campground,campers
2023-06-18,169,Groveland Oaks,campground,revenue
2023-06-18,150,Addison Oaks,campground,revenue
2023-06-18,972,Springfield Oaks,golf,revenue
2023-06-18,864,Glen Oaks,golf,revenue
2023-06-18,27,Springfield Oaks,golf,rounds played
2023-06-18,27,Glen Oaks,golf,rounds played
2023-06-18,1076,Red Oaks,waterpark,revenue
2023-06-18,1420,Waterford Oaks,waterpark,revenue
2023-06-18,269,Red Oaks,waterpark,visitors
2023-06-18,284,Waterford Oaks,waterpark,visitors
2023-06-19,9,Groveland Oaks,campground,campers
2023-06-19,8,Addison Oaks,campground,campers
2023-06-19,126,Groveland Oaks,campground,revenue
2023-06-19,72,Addison Oaks,campground,revenue
2023-06-19,1404,Springfield Oaks,golf,revenue
2023-06-19,1178,Glen Oaks,golf,revenue
2023-06-19,39,Springfield Oaks,golf,rounds played
2023-06-19,31,Glen Oaks,golf,rounds played
2023-06-19,1475,Red Oaks,waterpark,revenue
2023-06-19,920,Waterford Oaks,waterpark,revenue
2023-06-19,295,Red Oaks,waterpark,visitors
2023-06-19,184,Waterford Oaks,waterpark,visitors
2023-06-20,5,Groveland Oaks,campground,campers
2023-06-20,6,Addison Oaks,campground,campers
2023-06-20,50,Groveland Oaks,campground,revenue
2023-06-20,54,Addison Oaks,campground,revenue
2023-06-20,1480,Springfield Oaks,golf,revenue
2023-06-20,1482,Glen Oaks,golf,revenue
2023-06-20,37,Springfield Oaks,golf,rounds played
2023-06-20,39,Glen Oaks,golf,rounds played
2023-06-20,1210,Red Oaks,waterpark,revenue
2023-06-20,1475,Waterford Oaks,waterpark,revenue
2023-06-20,242,Red Oaks,waterpark,visitors
2023-06-20,295,Waterford Oaks,waterpark,visitors
2023-06-21,9,Groveland Oaks,campground,campers
2023-06-21,14,Addison Oaks,campground,campers
2023-06-21,126,Groveland Oaks,campground,revenue
2023-06-21,154,Addison Oaks,campground,revenue
2023-06-21,1188,Springfield Oaks,golf,revenue
2023-06-21,1260,Glen Oaks,golf,revenue
2023-06-21,36,Springfield Oaks,golf,rounds played
2023-06-21,35,Glen Oaks,golf,rounds played
2023-06-21,756,Red Oaks,waterpark,revenue
2023-06-21,660,Waterford Oaks,waterpark,revenue
2023-06-21,252,Red Oaks,waterpark,visitors
2023-06-21,220,Waterford Oaks,waterpark,visitors
2023-06-22,9,Groveland Oaks,campground,campers
2023-06-22,15,Addison Oaks,campground,campers
2023-06-22,90,Groveland Oaks,campground,revenue
2023-06-22,135,Addison Oaks,campground,revenue
2023-06-22,819,Springfield Oaks,golf,revenue
2023-06-22,1360,Glen Oaks,golf,revenue
2023-06-22,21,Springfield Oaks,golf,rounds played
2023-06-22,34,Glen Oaks,golf,rounds played
2023-06-22,724,Red Oaks,waterpark,revenue
2023-06-22,416,Waterford Oaks,waterpark,revenue
2023-06-22,181,Red Oaks,waterpark,visitors
2023-06-22,104,Waterford Oaks,waterpark,visitors
2023-06-23,14,Groveland Oaks,campground,campers
2023-06-23,9,Addison Oaks,campground,campers
2023-06-23,196,Groveland Oaks,campground,revenue
2023-06-23,81,Addison Oaks,campground,revenue
2023-06-23,1295,Springfield Oaks,golf,revenue
2023-06-23,1368,Glen Oaks,golf,revenue
2023-06-23,37,Springfield Oaks,golf,rounds played
2023-06-23,38,Glen Oaks,golf,rounds played
2023-06-23,588,Red Oaks,waterpark,revenue
2023-06-23,699,Waterford Oaks,waterpark,revenue
2023-06-23,147,Red Oaks,waterpark,visitors
2023-06-23,233,Waterford Oaks,waterpark,visitors
2023-06-24,13,Groveland Oaks,campground,campers
2023-06-24,12,Addison Oaks,campground,campers
2023-06-24,130,Groveland Oaks,campground,revenue
2023-06-24,132,Addison Oaks,campground,revenue
2023-06-24,792,Springfield Oaks,golf,revenue
2023-06-24,1406,Glen Oaks,golf,revenue
2023-06-24,22,Springfield Oaks,golf,rounds played
2023-06-24,37,Glen Oaks,golf,rounds played
2023-06-24,520,Red Oaks,waterpark,revenue
2023-06-24,873,Waterford Oaks,waterpark,revenue
2023-06-24,130,Red Oaks,waterpark,visitors
2023-06-24,291,Waterford Oaks,waterpark,visitors
2023-06-25,11,Groveland Oaks,campground,campers
2023-06-25,11,Addison Oaks,campground,campers
2023-06-25,143,Groveland Oaks,campground,revenue
2023-06-25,132,Addison Oaks,campground,revenue
2023-06-25,1225,Springfield Oaks,golf,revenue
2023-06-25,1254,Glen Oaks,golf,revenue
2023-06-25,35,Springfield Oaks,golf,rounds played
2023-06-25,33,Glen Oaks,golf,rounds played
2023-06-25,680,Red Oaks,waterpark,revenue
2023-06-25,704,Waterford Oaks,waterpark,revenue
2023-06-25,170,Red Oaks,waterpark,visitors
2023-06-25,176,Waterford Oaks,waterpark,visitors
2023-06-26,19,Groveland Oaks,campground,campers
2023-06-26,17,Addison Oaks,campground,campers
2023-06-26,209,Groveland Oaks,campground,revenue
2023-06-26,187,Addison Oaks,campground,revenue
2023-06-26,1440,Springfield Oaks,golf,revenue
2023-06-26,1287,Glen Oaks,golf,revenue
2023-06-26,45,Springfield Oaks,golf,rounds played
2023-06-26,33,Glen Oaks,golf,rounds played
2023-06-26,1110,Red Oaks,waterpark,revenue
2023-06-26,852,Waterford Oaks,waterpark,revenue
2023-06-26,370,Red Oaks,waterpark,visitors
2023-06-26,213,Waterford Oaks,waterpark,visitors
2023-06-27,12,Groveland Oaks,campground,campers
2023-06-27,14,Addison Oaks,campground,campers
2023-06-27,120,Groveland Oaks,campground,revenue
2023-06-27,154,Addison Oaks,campground,revenue
2023-06-27,950,Springfield Oaks,golf,revenue
2023-06-27,900,Glen Oaks,golf,revenue
2023-06-27,25,Springfield Oaks,golf,rounds played
2023-06-27,30,Glen Oaks,golf,rounds played
2023-06-27,1300,Red Oaks,waterpark,revenue
2023-06-27,572,Waterford Oaks,waterpark,revenue
2023-06-27,260,Red Oaks,waterpark,visitors
2023-06-27,143,Waterford Oaks,waterpark,visitors
2023-06-28,12,Groveland Oaks,campground,campers
2023-06-28,11,Addison Oaks,campground,campers
2023-06-28,132,Groveland Oaks,campground,revenue
2023-06-28,99,Addison Oaks,campground,revenue
2023-06-28,1504,Springfield Oaks,golf,revenue
2023-06-28,1400,Glen Oaks,golf,revenue
2023-06-28,47,Springfield Oaks,golf,rounds played
2023-06-28,40,Glen Oaks,golf,rounds played
2023-06-28,1950,Red Oaks,waterpark,revenue
2023-06-28,1205,Waterford Oaks,waterpark,revenue
2023-06-28,390,Red Oaks,waterpark,visitors
2023-06-28,241,Waterford Oaks,waterpark,visitors
2023-06-29,11,Groveland Oaks,campground,campers
2023-06-29,15,Addison Oaks,campground,campers
2023-06-29,121,Groveland Oaks,campground,revenue
2023-06-29,180,Addison Oaks,campground,revenue
2023-06-29,1320,Springfield Oaks,golf,revenue
2023-06-29,1170,Glen Oaks,golf,revenue
2023-06-29,33,Springfield Oaks,golf,rounds played
2023-06-29,39,Glen Oaks,golf,rounds played
2023-06-29,1244,Red Oaks,waterpark,revenue
2023-06-29,828,Waterford Oaks,waterpark,revenue
2023-06-29,311,Red Oaks,waterpark,visitors
2023-06-29,276,Waterford Oaks,waterpark,visitors
2023-06-30,10,Groveland Oaks,campground,campers
2023-06-30,13,Addison Oaks,campground,campers
2023-06-30,130,Groveland Oaks,campground,revenue
2023-06-30,143,Addison Oaks,campground,revenue
2023-06-30,1862,Springfield Oaks,golf,revenue
2023-06-30,1376,Glen Oaks,golf,revenue
2023-06-30,49,Springfield Oaks,golf,rounds played
2023-06-30,43,Glen Oaks,golf,rounds played
2023-06-30,920,Red Oaks,waterpark,revenue
2023-06-30,1464,Waterford Oaks,waterpark,revenue
2023-06-30,230,Red Oaks,waterpark,visitors
2023-06-30,366,Waterford Oaks,waterpark,visitors
2023-07-01,14,Groveland Oaks,campground,campers
2023-07-01,12,Addison Oaks,campground,campers
2023-07-01,168,Groveland Oaks,campground,revenue
2023-07-01,108,Addison Oaks,campground,revenue
2023-07-01,1326,Springfield Oaks,golf,revenue
2023-07-01,693,Glen Oaks,golf,revenue
2023-07-01,39,Springfield Oaks,golf,rounds played
2023-07-01,21,Glen Oaks,golf,rounds played
2023-07-01,1020,Red Oaks,waterpark,revenue
2023-07-01,990,Waterford Oaks,waterpark,revenue
2023-07-01,255,Red Oaks,waterpark,visitors
2023-07-01,198,Waterford Oaks,waterpark,visitors
2023-07-02,7,Groveland Oaks,campground,campers
2023-07-02,13,Addison Oaks,campground,campers
2023-07-02,91,Groveland Oaks,campground,revenue
2023-07-02,156,Addison Oaks,campground,revenue
2023-07-02,1024,Springfield Oaks,golf,revenue
2023-07-02,1156,Glen Oaks,golf,revenue
2023-07-02,32,Springfield Oaks,golf,rounds played
2023-07-02,34,Glen Oaks,golf,rounds played
2023-07-02,447,Red Oaks,waterpark,revenue
2023-07-02,1188,Waterford Oaks,waterpark,revenue
2023-07-02,149,Red Oaks,waterpark,visitors
2023-07-02,297,Waterford Oaks,waterpark,visitors
2023-07-03,12,Groveland Oaks,campground,campers
2023-07-03,14,Addison Oaks,campground,campers
2023-07-03,132,Groveland Oaks,campground,revenue
2023-07-03,126,Addison Oaks,campground,revenue
2023-07-03,1064,Springfield Oaks,golf,revenue
2023-07-03,740,Glen Oaks,golf,revenue
2023-07-03,28,Springfield Oaks,golf,rounds played
2023-07-03,20,Glen Oaks,golf,rounds played
2023-07-03,655,Red Oaks,waterpark,revenue
2023-07-03,870,Waterford Oaks,waterpark,revenue
2023-07-03,131,Red Oaks,waterpark,visitors
2023-07-03,174,Waterford Oaks,waterpark,visitors
2023-07-04,9,Groveland Oaks,campground,campers
2023-07-04,6,Addison Oaks,campground,campers
2023-07-04,90,Groveland Oaks,campground,revenue
2023-07-04,48,Addison Oaks,campground,revenue
2023-07-04,1320,Springfield Oaks,golf,revenue
2023-07-04,1320,Glen Oaks,golf,revenue
2023-07-04,40,Springfield Oaks,golf,rounds played
2023-07-04,40,Glen Oaks,golf,rounds played
2023-07-04,1370,Red Oaks,waterpark,revenue
2023-07-04,564,Waterford Oaks,waterpark,revenue
2023-07-04,274,Red Oaks,waterpark,visitors
2023-07-04,188,Waterford Oaks,waterpark,visitors
2023-07-05,9,Groveland Oaks,campground,campers
2023-07-05,15,Addison Oaks,campground,campers
2023-07-05,99,Groveland Oaks,campground,revenue
2023-07-05,180,Addison Oaks,campground,revenue
2023-07-05,1480,Springfield Oaks,golf,revenue
2023-07-05,896,Glen Oaks,golf,revenue
2023-07-05,37,Springfield Oaks,golf,rounds played
2023-07-05,28,Glen Oaks,golf,rounds played
2023-07-05,792,Red Oaks,waterpark,revenue
2023-07-05,1044,Waterford Oaks,waterpark,revenue
2023-07-05,198,Red Oaks,waterpark,visitors
2023-07-05,261,Waterford Oaks,waterpark,visitors
2023-07-06,14,Groveland Oaks,campground,campers
2023-07-06,15,Addison Oaks,campground,campers
2023-07-06,210,Groveland Oaks,campground,revenue
2023-07-06,165,Addison Oaks,campground,revenue
2023-07-06,1369,Springfield Oaks,golf,revenue
2023-07-06,891,Glen Oaks,golf,revenue
2023-07-06,37,Springfield Oaks,golf,rounds played
2023-07-06,27,Glen Oaks,golf,rounds played
2023-07-06,1320,Red Oaks,waterpark,revenue
2023-07-06,440,Waterford Oaks,waterpark,revenue
2023-07-06,264,Red Oaks,waterpark,visitors
2023-07-06,110,Waterford Oaks,waterpark,visitors
2023-07-07,15,Groveland Oaks,campground,campers
2023-07-07,16,Addison Oaks,campground,campers
2023-07-07,210,Groveland Oaks,campground,revenue
2023-07-07,160,Addison Oaks,campground,revenue
2023-07-07,1365,Springfield Oaks,golf,revenue
2023-07-07,1540,Glen Oaks,golf,revenue
2023-07-07,35,Springfield Oaks,golf,rounds played
2023-07-07,44,Glen Oaks,golf,rounds played
2023-07-07,1080,Red Oaks,waterpark,revenue
2023-07-07,1560,Waterford Oaks,waterpark,revenue
2023-07-07,270,Red Oaks,waterpark,visitors
2023-07-07,312,Waterford Oaks,waterpark,visitors
2023-07-08,10,Groveland Oaks,campground,campers
2023-07-08,13,Addison Oaks,campground,campers
2023-07-08,120,Groveland Oaks,campground,revenue
2023-07-08,117,Addison Oaks,campground,revenue
2023-07-08,957,Springfield Oaks,golf,revenue
2023-07-08,1258,Glen Oaks,golf,revenue
2023-07-08,29,Springfield Oaks,golf,rounds played
2023-07-08,34,Glen Oaks,golf,rounds played
2023-07-08,1172,Red Oaks,waterpark,revenue
2023-07-08,639,Waterford Oaks,waterpark,revenue
2023-07-08,293,Red Oaks,waterpark,visitors
2023-07-08,213,Waterford Oaks,waterpark,visitors
2023-07-09,8,Groveland Oaks,campground,campers
2023-07-09,10,Addison Oaks,campground,campers
2023-07-09,88,Groveland Oaks,campground,revenue
2023-07-09,100,Addison Oaks,campground,revenue
2023-07-09,1254,Springfield Oaks,golf,revenue
2023-07-09,690,Glen Oaks,golf,revenue
2023-07-09,38,Springfield Oaks,golf,rounds played
2023-07-09,23,Glen Oaks,golf,rounds played
2023-07-09,690,Red Oaks,waterpark,revenue
2023-07-09,950,Waterford Oaks,waterpark,revenue
2023-07-09,138,Red Oaks,waterpark,visitors
2023-07-09,190,Waterford Oaks,waterpark,visitors
2023-07-10,9,Groveland Oaks,campground,campers
2023-07-10,11,Addison Oaks,campground,campers
2023-07-10,117,Groveland Oaks,campground,revenue
2023-07-10,110,Addison Oaks,campground,revenue
2023-07-10,720,Springfield Oaks,golf,revenue
2023-07-10,896,Glen Oaks,golf,revenue
2023-07-10,24,Springfield Oaks,golf,rounds played
2023-07-10,28,Glen Oaks,golf,rounds played
2023-07-10,952,Red Oaks,waterpark,revenue
2023-07-10,1440,Waterford Oaks,waterpark,revenue
2023-07-10,238,Red Oaks,waterpark,visitors
2023-07-10,288,Waterford Oaks,waterpark,visitors
2023-07-11,10,Groveland Oaks,campground,campers
2023-07-11,15,Addison Oaks,campground,campers
2023-07-11,150,Groveland Oaks,campground,revenue
2023-07-11,180,Addison Oaks,campground,revenue
2023-07-11,1258,Springfield Oaks,golf,revenue
2023-07-11,1365,Glen Oaks,golf,revenue
2023-07-11,34,Springfield Oaks,golf,rounds played
2023-07-11,39,Glen Oaks,golf,rounds played
2023-07-11,1465,Red Oaks,waterpark,revenue
2023-07-11,693,Waterford Oaks,waterpark,revenue
2023-07-11,293,Red Oaks,waterpark,visitors
2023-07-11,231,Waterford Oaks,waterpark,visitors
2023-07-12,13,Groveland Oaks,campground,campers
2023-07-12,16,Addison Oaks,campground,campers
2023-07-12,143,Groveland Oaks,campground,revenue
2023-07-12,160,Addison Oaks,campground,revenue
2023-07-12,1716,Springfield Oaks,golf,revenue
2023-07-12,1190,Glen Oaks,golf,revenue
2023-07-12,44,Springfield Oaks,golf,rounds played
2023-07-12,35,Glen Oaks,golf,rounds played
2023-07-12,1268,Red Oaks,waterpark,revenue
2023-07-12,1170,Waterford Oaks,waterpark,revenue
2023-07-12,317,Red Oaks,waterpark,visitors
2023-07-12,390,Waterford Oaks,waterpark,visitors
2023-07-13,11,Groveland Oaks,campground,campers
2023-07-13,12,Addison Oaks,campground,campers
2023-07-13,132,Groveland Oaks,campground,revenue
2023-07-13,144,Addison Oaks,campground,revenue
2023-07-13,1443,Springfield Oaks,golf,revenue
2023-07-13,986,Glen Oaks,golf,revenue
2023-07-13,37,Springfield Oaks,golf,rounds played
2023-07-13,29,Glen Oaks,golf,rounds played
2023-07-13,972,Red Oaks,waterpark,revenue
2023-07-13,900,Waterford Oaks,waterpark,revenue
2023-07-13,243,Red Oaks,waterpark,visitors
2023-07-13,300,Waterford Oaks,waterpark,visitors
2023-07-14,5,Groveland Oaks,campground,campers
2023-07-14,6,Addison Oaks,campground,campers
2023-07-14,75,Groveland Oaks,campground,revenue
2023-07-14,72,Addison Oaks,campground,revenue
2023-07-14,858,Springfield Oaks,golf,revenue
2023-07-14,1050,Glen Oaks,golf,revenue
2023-07-14,26,Springfield Oaks,golf,rounds played
2023-07-14,35,Glen Oaks,golf,rounds played
2023-07-14,771,Red Oaks,waterpark,revenue
2023-07-14,976,Waterford Oaks,waterpark,revenue
2023-07-14,257,Red Oaks,waterpark,visitors
2023-07-14,244,Waterford Oaks,waterpark,visitors
2023-07-15,12,Groveland Oaks,campground,campers
2023-07-15,10,Addison Oaks,campground,campers
2023-07-15,120,Groveland Oaks,campground,revenue
2023-07-15,100,Addison Oaks,campground,revenue
2023-07-15,1085,Springfield Oaks,golf,revenue
2023-07-15,1155,Glen Oaks,golf,revenue
2023-07-15,35,Springfield Oaks,golf,rounds played
2023-07-15,33,Glen Oaks,golf,rounds played
2023-07-15,1075,Red Oaks,waterpark,revenue
2023-07-15,639,Waterford Oaks,waterpark,revenue
2023-07-15,215,Red Oaks,waterpark,visitors
2023-07-15,213,Waterford Oaks,waterpark,visitors
2023-07-16,5,Groveland Oaks,campground,campers
2023-07-16,5,Addison Oaks,campground,campers
2023-07-16,65,Groveland Oaks,campground,revenue
2023-07-16,55,Addison Oaks,campground,revenue
2023-07-16,825,Springfield Oaks,golf,revenue
2023-07-16,1116,Glen Oaks,golf,revenue
2023-07-16,25,Springfield Oaks,golf,rounds played
2023-07-16,36,Glen Oaks,golf,rounds played
2023-07-16,824,Red Oaks,waterpark,revenue
2023-07-16,459,Waterford Oaks,waterpark,revenue
2023-07-16,206,Red Oaks,waterpark,visitors
2023-07-16,153,Waterford Oaks,waterpark,visitors
2023-07-17,15,Groveland Oaks,campground,campers
2023-07-17,6,Addison Oaks,campground,campers
2023-07-17,165,Groveland Oaks,campground,revenue
2023-07-17,72,Addison Oaks,campground,revenue
2023-07-17,1156,Springfield Oaks,golf,revenue
2023-07-17,713,Glen Oaks,golf,revenue
2023-07-17,34,Springfield Oaks,golf,rounds played
2023-07-17,23,Glen Oaks,golf,rounds played
2023-07-17,300,Red Oaks,waterpark,revenue
